"product","substance","quantity","unit"
"Primary aluminium production","Collar paste",6.5,
"Primary aluminium production","Cryolite",1.6,
"Primary aluminium production","Electricity",360,
"Primary aluminium production","Fibre materials",0.11,
"Primary aluminium production","Fluxing salts",0.4,
"Primary aluminium production","Mineral/vegetal oil",0.08,
"Primary aluminium production","N2",0.7,
"Primary aluminium production","NaCO3",1.4,
"Primary aluminium production","Organic components",1.1,
"Primary aluminium production","Packaging materials",1.8,
"Primary aluminium production","Potassium chloride",3,
"Primary aluminium production","Refractory materials",15.2,
"Primary aluminium production","Steel bars",5.1,
"Primary aluminium production","Sulphuric acid",31.4,
"Printed board assembly","Al",4.05,
"Printed board assembly","Aqua flux",253.04,
"Printed board assembly","Aqua oil",506.08,
"Printed board assembly","Ca(OH)2",1012.16,
"Printed board assembly","Central heating",93117.4,
"Printed board assembly","Copper",1888.91,
"Printed board assembly","Electricity",249747,
"Printed board assembly","ferric chloride",506.33,
"Printed board assembly","Film",0.25,
"Printed board assembly","FR4 laminate",1950.91,
"Printed board assembly","gamma-Butyrolacetone",8603.24,
"Printed board assembly","H2O2",1012.15,
"Printed board assembly","H2SO4",1265.18,
"Printed board assembly","Hard metal",1834.51,
"Printed board assembly","Hydrochloric acid",6072.87,
"Printed board assembly","Lacquer",433.7,
"Printed board assembly","NaOH",2530.36,
"Printed board assembly","NH3",3.54,
"Printed board assembly","Paper",149.29,
"Printed board assembly","Pb",53.34,
"Printed board assembly","Photoresist",207.49,
"Printed board assembly","Polyester",25.3,
"Printed board assembly","Prepreg (Carbon fibre)",936.23,
"Printed board assembly","Sn",55.94,
"Printed board assembly","Solder",263.16,
"Printing works","A Magnusson 10-303W",0.17,
"Printing works","A Magnusson 20-575",0.21,
"Printing works","A Magnusson 389-2000",0.66,
"Printing works","Elektromek Inc",0.11,
"Printing works","Ethyl acetate",1,
"Printing works","Kodak Aqua image",0.04,
"Printing works","Kodak Dev RA 2000",0.12,
"Printing works","Kodak Developer",0.14,
"Printing works","Kodak Fix 3000",0.12,
"Printing works","Kodak Signature",0.18,
"Printing works","Malmsten/Bergwall E1P",0.38,
"Printing works","MB Sweda, Asol",0.37,
"Printing works","Mobil, 425",0.1,
"Printing works","Mobil, 629",0.18,
"Printing works","Natural gas",45.09,
"Printing works","Nordic, Novaren 10",0.59,
"Printing works","Nordic, Wet 86",0.78,
"Printing works","Paint",13.76,
"Printing works","Schneidler, 3M Spraymount",0,
"Processing of waste-oil into fuel oil","Alpoclar 200",0.27,
"Processing of waste-oil into fuel oil","Degreasing agents",0.06,
"Processing of waste-oil into fuel oil","Electricity",78.62,
"Processing of waste-oil into fuel oil","Fuel oil",0.04,
"Processing of waste-oil into fuel oil","HCl",0.25,
"Processing of waste-oil into fuel oil","NaOH",2.69,
"Processing of waste-oil into fuel oil","Nitric acid",0.03,
"Processing of waste-oil into fuel oil","Phosphoric acid",0.2,
"Processing of waste-oil into fuel oil","PIX 111",1.54,
"Processing of waste-oil into fuel oil","Sedipur Cf 104",0.01,
"Processing of waste-oil into fuel oil","Sodiumhypoclorite",0,
"Processing of waste-oil into fuel oil","Transformer oil",0.06,
"Processing of waste-oil into fuel oil","TUFF 100",0.07,
"Processing of waste-oil into fuel oil","Waste oil",1.48,
"Production and assemblage of parts to the engineering industry","Deganit B 68",240,
"Production and assemblage of parts to the engineering industry","Deganit BW  220",240,
"Production and assemblage of parts to the engineering industry","Dinitrol 112",240,
"Production and assemblage of parts to the engineering industry","Dinol 25",180,
"Production and assemblage of parts to the engineering industry","Methylated spirit",40,
"Production and assemblage of parts to the engineering industry","Mobil Vactra Oil Nr.2",3600,
"Production and assemblage of parts to the engineering industry","Multi",240,
"Production and assemblage of parts to the engineering industry","Ratema Formula 400",7200,
"Production and assemblage of parts to the engineering industry","Ritol",30,
"Production and assemblage of parts to the engineering industry","Shell KS Fluid D",480,
"Production and assemblage of parts to the engineering industry","Shell Tonna Oil TX 32",480,
"Production and assemblage of parts to the engineering industry","Sunnen MB-30",180,
"Production and assemblage of parts to the engineering industry","Vitam GF 32",360,
"Production and assemblage of parts to the engineering industry","Vitam GF 46",480,
"Production and assemblage of parts to the engineering industry","Vitam GF 68",1200,
"Production and assemblage of parts to the engineering industry","White Spirit",240,
"Production and refining of metal components","Acetylene",0,
"Production and refining of metal components","Diesel",0,
"Production and refining of metal components","Oil",0,
"Production and refining of metal components","Paint",0,
"Production and refining of metal components","Polyvinylbutural",0,
"Production and refining of metal components","Propane",0,
"Production and refining of metal components","Solvents",0,
"Production and refining of metal components","Steel",0,
"Production and refining of metal components","Steel",1.33,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Brown coal",233,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Crude oil",79,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Hard coal",221,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Natural gas",220,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Alloying additives",20.1,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Aluminium ingot",1032,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Ar-gas",1.9,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Chlorine",0.02,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Electricity",998,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Fluxing agents",0.8,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Nitrogen",0.83,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Paper and cardboard",0.13,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Plastics",0.84,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Refractory materials",1,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Rolling oil",41,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Steel",2.4,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Water",124,
"Production of 0,005-0,02 mm double-rolled aluminium foil","Wood",41,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Brown coal",193,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Crude oil",58,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Hard coal",183,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Natural gas",175,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Alloying additives",16.5,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Aluminium ingot",1027,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Ar-gas",1.6,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Chlorine",0.01,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Electricity",647,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Fluxing agents",0.66,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Nitrogen",0.69,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Paper and cardboard",0.12,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Plastics",0.49,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Refractory materials",0.86,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Rolling oil",31,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Steel",2.4,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Water",100,
"Production of 0,02-0,2 mm single-rolled aluminium foil","Wood",39,
"Production of a Corrugated Board Box (182*62*182)","Diesel",0,
"Production of a Corrugated Board Box (182*62*182)","Electricity",0.08,
"Production of a Corrugated Board Box (182*62*182)","Glue",0,
"Production of a Corrugated Board Box (182*62*182)","Heavy oil",0.07,
"Production of a Corrugated Board Box (182*62*182)","Kraftliner",165.4,
"Production of a Corrugated Board Box (182*62*182)","Light fuel oil",0.02,
"Production of a Corrugated Board Box (182*62*182)","LPG",0.01,
"Production of a Corrugated Board Box (182*62*182)","Natural gas",0.19,
"Production of a Corrugated Board Box (182*62*182)","Semichemical Fluting",24.8,
"Production of a Corrugated Board Box (182*62*182)","Starch",5.11,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Coal",1,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Coal",6669,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Coconuts",1319,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Coconuts",1755,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Crude oil",6426,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Limestone",77,
"Production of Alkyl Polyglucosides (APG) from coconut oil","NaCl",4,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Natural gas",18.2,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Natural gas",9900,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Sulphur",1,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Hydro power",300,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Nitrogen fertiliser",12.7,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Nuclear",1690,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Phosphorous fertiliser",6.8,
"Production of Alkyl Polyglucosides (APG) from coconut oil","Potassium fertiliser",9.6,
"Production of ammonia","Coal",3.94,
"Production of ammonia","Crude oil",5.33,
"Production of ammonia","Electricity",0.3,
"Production of ammonia","Natural gas",31.6,
"Production of ammonium nitrate","Ammonia",0.21,
"Production of ammonium nitrate","District heat",,
"Production of ammonium nitrate","Electricity",,
"Production of ammonium nitrate","Nitric acid",0.79,
"Production of ammonium nitrate","Steam",,
"Production of bearing rings","Surface water",537.2,
"Production of bearing rings","Al",2.15,
"Production of bearing rings","Alumet",4.1,
"Production of bearing rings","Bentonite",0.01,
"Production of bearing rings","Biomass",23.04,
"Production of bearing rings","Brick",0.41,
"Production of bearing rings","Carbon",33.37,
"Production of bearing rings","Copper in ore",0.02,
"Production of bearing rings","Crude oil",0.64,
"Production of bearing rings","Crude oil",457.4,
"Production of bearing rings","Dolomite",0.13,
"Production of bearing rings","Electrode",5.02,
"Production of bearing rings","Emulsion",2.61,
"Production of bearing rings","Ferro Molybdenum (FeMo)",1.03,
"Production of bearing rings","Ferro Sulphur (FeS)",0.4,
"Production of bearing rings","Ferroboron (FeB)",0,
"Production of bearing rings","Ferrochromium (FeCr)",20.51,
"Production of bearing rings","Ferromanganese in ore",5.65,
"Production of bearing rings","Ferroniobium (FeNb)",0,
"Production of bearing rings","Ferrosilicon (FeSi)",6.29,
"Production of bearing rings","Ferrotitanium (FeTi)",0.01,
"Production of bearing rings","Ferrovanadium (FeV)",0.1,
"Production of bearing rings","Grease",0.26,
"Production of bearing rings","Hard coal",31.83,
"Production of bearing rings","Hydraulic Oil",0,
"Production of bearing rings","Hydraulic Oil",1.11,
"Production of bearing rings","Hydro power",4390,
"Production of bearing rings","Ingot Mould",14.9,
"Production of bearing rings","Iron in ore",0.09,
"Production of bearing rings","Lead in ore",0,
"Production of bearing rings","Lignite",9.79,
"Production of bearing rings","Lime",0.12,
"Production of bearing rings","Lime",40.99,
"Production of bearing rings","Lubricating Oil",0,
"Production of bearing rings","Lubricating Oil",0.25,
"Production of bearing rings","Merchant Scrap",1067,
"Production of bearing rings","Metal Ribbon",1.96,
"Production of bearing rings","Methanol",3.51,
"Production of bearing rings","Municipal water",104.8,
"Production of bearing rings","N2",61.5,
"Production of bearing rings","Natural gas",20.61,
"Production of bearing rings","Ni",1.48,
"Production of bearing rings","Olivine",9.7,
"Production of bearing rings","Oxygen",76.15,
"Production of bearing rings","Potassium nitrate",2.38,
"Production of bearing rings","Propane",0.53,
"Production of bearing rings","Refractory Lining",16.08,
"Production of bearing rings","Saw Blade",0.08,
"Production of bearing rings","Sodium nitrite",2.38,
"Production of bearing rings","Steam",60.49,
"Production of bearing rings","Steel scrap",568.4,
"Production of bearing rings","Sulphuric acid",0.2,
"Production of bearing rings","Teeming Channel Bricks",6.27,
"Production of bearing rings","Thermal energy",0.25,
"Production of bearing rings","Tools",3.83,
"Production of bearing rings","Uranium in ore",0.03,
"Production of bearing rings","Water",85.42,
"Production of bearing rings","Wind power",9.33,
"Production of bearing rings","Wood",0.01,
"Production of bearing rings","Wood Packing",51.95,
"Production of bearing rollers (à 9,2 kg)","Iron in ore",0,
"Production of bearing rollers (à 9,2 kg)","Lead in ore",0,
"Production of bearing rollers (à 9,2 kg)","Surface water",7.16,
"Production of bearing rollers (à 9,2 kg)","Uranium in ore",0,
"Production of bearing rollers (à 9,2 kg)","Wood",0,
"Production of bearing rollers (à 9,2 kg)","Al2(SO4)3",0,
"Production of bearing rollers (à 9,2 kg)","Bark",0.03,
"Production of bearing rollers (à 9,2 kg)","Bentonite",0,
"Production of bearing rollers (à 9,2 kg)","biocides",0,
"Production of bearing rollers (à 9,2 kg)","Biomass",0.1,
"Production of bearing rollers (à 9,2 kg)","Board",0,
"Production of bearing rollers (à 9,2 kg)","CaCO3",0,
"Production of bearing rollers (à 9,2 kg)","CaO",0,
"Production of bearing rollers (à 9,2 kg)","Copper in ore",0,
"Production of bearing rollers (à 9,2 kg)","Core and core plug",0,
"Production of bearing rollers (à 9,2 kg)","Crude oil",0.11,
"Production of bearing rollers (à 9,2 kg)","Defoamers",0,
"Production of bearing rollers (à 9,2 kg)","grinding plates",0,
"Production of bearing rollers (à 9,2 kg)","H2SO4",0,
"Production of bearing rollers (à 9,2 kg)","Hard coal",0.1,
"Production of bearing rollers (à 9,2 kg)","Hardwood",0,
"Production of bearing rollers (à 9,2 kg)","Hydro power",19.34,
"Production of bearing rollers (à 9,2 kg)","Hydrochloric acid",0,
"Production of bearing rollers (à 9,2 kg)","Lignite",0,
"Production of bearing rollers (à 9,2 kg)","Lime",0,
"Production of bearing rollers (à 9,2 kg)","Lubricant",0,
"Production of bearing rollers (à 9,2 kg)","Methanol",0.05,
"Production of bearing rollers (à 9,2 kg)","N2",0.82,
"Production of bearing rollers (à 9,2 kg)","Na2CO3",0,
"Production of bearing rollers (à 9,2 kg)","Na2SO4",0,
"Production of bearing rollers (à 9,2 kg)","NaOH",0,
"Production of bearing rollers (à 9,2 kg)","Natural gas",0.01,
"Production of bearing rollers (à 9,2 kg)","Oxygen",0.01,
"Production of bearing rollers (à 9,2 kg)","Peat",0,
"Production of bearing rollers (à 9,2 kg)","Pitch despergent",0,
"Production of bearing rollers (à 9,2 kg)","Potassium nitrate",0.03,
"Production of bearing rollers (à 9,2 kg)","Propane",0.01,
"Production of bearing rollers (à 9,2 kg)","Retention aids",0,
"Production of bearing rollers (à 9,2 kg)","S",0,
"Production of bearing rollers (à 9,2 kg)","Sizing agents",0,
"Production of bearing rollers (à 9,2 kg)","Sodium nitrite",0.03,
"Production of bearing rollers (à 9,2 kg)","Softwood",0.06,
"Production of bearing rollers (à 9,2 kg)","Starch",0,
"Production of bearing rollers (à 9,2 kg)","Steel",0,
"Production of bearing rollers (à 9,2 kg)","Steel bar",12.6,
"Production of bearing rollers (à 9,2 kg)","Steel scrap",0.96,
"Production of bearing rollers (à 9,2 kg)","Sulphuric acid",0,
"Production of bearing rollers (à 9,2 kg)","Waste paper",0.01,
"Production of bearing rollers (à 9,2 kg)","Wind power",0.04,
"Production of Bearing Steel","Municipal water",0.11,
"Production of Bearing Steel","Surface water",33.71,
"Production of Bearing Steel","Aluminium",1.27,
"Production of Bearing Steel","Anthracite",14,
"Production of Bearing Steel","Brick",8.44,
"Production of Bearing Steel","Carbon black",170,
"Production of Bearing Steel","Carbon, graphite",3,
"Production of Bearing Steel","Carbon, graphite",5,
"Production of Bearing Steel","Chromium",15.19,
"Production of Bearing Steel","Clay",0.49,
"Production of Bearing Steel","Electricity",514,
"Production of Bearing Steel","Ingot mould",11,
"Production of Bearing Steel","Light fuel oil",0.71,
"Production of Bearing Steel","Limestone",38,
"Production of Bearing Steel","Magnesite",3.76,
"Production of Bearing Steel","Natural sand",3.58,
"Production of Bearing Steel","O2",30.46,
"Production of Bearing Steel","Olivine",7.57,
"Production of Bearing Steel","Silicon",4.68,
"Production of Bearing Steel","Steam",41,
"Production of Bearing Steel","Steel scrap",1067,
"Production of beef. ESA-DBP","District heating",-1.2,
"Production of beef. ESA-DBP","Electricity",7.8,
"Production of beef. ESA-DBP","Fossil fuel",35.7,
"Production of beef. ESA-DBP","Renewable energy source",0.22,
"Production of benzene (APME)","Air",56864.78,
"Production of benzene (APME)","Bauxite",0.03,
"Production of benzene (APME)","Bauxite",355.1,
"Production of benzene (APME)","Bentonite",185.6,
"Production of benzene (APME)","Biomass",186.34,
"Production of benzene (APME)","Calcium sulphate",18.51,
"Production of benzene (APME)","Chalk",8.90E-024,
"Production of benzene (APME)","Chromium",0,
"Production of benzene (APME)","Clay",17.13,
"Production of benzene (APME)","Crude oil",672063.99,
"Production of benzene (APME)","Dolomite",7.53,
"Production of benzene (APME)","Fe",691.51,
"Production of benzene (APME)","Feldspar",1.30E-029,
"Production of benzene (APME)","Ferromanganese",0.55,
"Production of benzene (APME)","Fluorite",0.26,
"Production of benzene (APME)","Granite",0,
"Production of benzene (APME)","Gravel",2.24,
"Production of benzene (APME)","Hard coal",14016.8,
"Production of benzene (APME)","Hydro energy",0.02,
"Production of benzene (APME)","Lignite",1259.22,
"Production of benzene (APME)","Limestone",745.49,
"Production of benzene (APME)","Metallurgical coal",245.3,
"Production of benzene (APME)","Natural gas",784440.92,
"Production of benzene (APME)","Ni",0,
"Production of benzene (APME)","Nitrogen",27131.31,
"Production of benzene (APME)","Nuclear energy",0.21,
"Production of benzene (APME)","Olivine",5.69,
"Production of benzene (APME)","Oxygen",20.65,
"Production of benzene (APME)","Pb",0.07,
"Production of benzene (APME)","Peat",1.03,
"Production of benzene (APME)","Phosphate",0.09,
"Production of benzene (APME)","Potassium chloride",1.3,
"Production of benzene (APME)","Rutile",1.28E-023,
"Production of benzene (APME)","Sand",105.31,
"Production of benzene (APME)","Shale oils",52.42,
"Production of benzene (APME)","Sodium chloride",898.48,
"Production of benzene (APME)","Sulphur",102.9,
"Production of benzene (APME)","Sulphur (bonded)",30.92,
"Production of benzene (APME)","Water",123623454.4,
"Production of benzene (APME)","Wood",0.98,
"Production of benzene (APME)","Zn",0,
"Production of Blister Copper","Bauxite",25000,
"Production of Blister Copper","Bentonite",64,
"Production of Blister Copper","Calcium sulphate",1400,
"Production of Blister Copper","Coal",1032000,
"Production of Blister Copper","Crude oil",210000,
"Production of Blister Copper","Dolomite",1000,
"Production of Blister Copper","Iron ore",86000,
"Production of Blister Copper","Lead",3,
"Production of Blister Copper","Lignite",26000,
"Production of Blister Copper","Limestone",93000,
"Production of Blister Copper","NaCl",9700,
"Production of Blister Copper","Natural gas",92000,
"Production of Blister Copper","Nitrogen",540,
"Production of Blister Copper","Sulphur",450,
"Production of Blister Copper","Wood",56000,
"Production of Blister Copper","Zinc",1100,
"Production of brass cages used for spherical roller bearings","Aluminium",0,
"Production of brass cages used for spherical roller bearings","Brass",205,
"Production of brass cages used for spherical roller bearings","Crude oil",0.03,
"Production of brass cages used for spherical roller bearings","Iron",0,
"Production of brass cages used for spherical roller bearings","Lime",0,
"Production of brass cages used for spherical roller bearings","Manganese",0,
"Production of brass cages used for spherical roller bearings","Municipal water",0.83,
"Production of brass cages used for spherical roller bearings","Oxygen",0.02,
"Production of brass cages used for spherical roller bearings","Sulphuric acid",0,
"Production of brass cages used for spherical roller bearings","Thermal energy",0.01,
"Production of brass cages used for spherical roller bearings","Bentonite",0,
"Production of brass cages used for spherical roller bearings","Biomass",0.29,
"Production of brass cages used for spherical roller bearings","Chalk",0,
"Production of brass cages used for spherical roller bearings","Clay",0,
"Production of brass cages used for spherical roller bearings","Copper in ore",0,
"Production of brass cages used for spherical roller bearings","Crude oil",8.15,
"Production of brass cages used for spherical roller bearings","Crude oil, feedstock",0,
"Production of brass cages used for spherical roller bearings","Ground water",0,
"Production of brass cages used for spherical roller bearings","Hard coal",39.54,
"Production of brass cages used for spherical roller bearings","Hydro power",178.7,
"Production of brass cages used for spherical roller bearings","Iron in ore",0,
"Production of brass cages used for spherical roller bearings","Lead in ore",0,
"Production of brass cages used for spherical roller bearings","Lignite",31.45,
"Production of brass cages used for spherical roller bearings","Natural gas",4.99,
"Production of brass cages used for spherical roller bearings","Sodium chloride",0,
"Production of brass cages used for spherical roller bearings","Softwood",0.02,
"Production of brass cages used for spherical roller bearings","Surface water",0,
"Production of brass cages used for spherical roller bearings","Unspecified fuel",0,
"Production of brass cages used for spherical roller bearings","Uranium in ore",0,
"Production of brass cages used for spherical roller bearings","Wind power",0.12,
"Production of brass cages used for spherical roller bearings","Wood",0,
"Production of butadiene","Air",87469.91,
"Production of butadiene","Barytes",0.29,
"Production of butadiene","Bauxite",427.28,
"Production of butadiene","Bentonite",142.26,
"Production of butadiene","Biomass",349.25,
"Production of butadiene","Calcium fluoride",0.04,
"Production of butadiene","Calcium sulphate",14.19,
"Production of butadiene","Chalk",5.43E-021,
"Production of butadiene","Chromium in ore",0,
"Production of butadiene","Clay",18.63,
"Production of butadiene","Crude oil",1145377.99,
"Production of butadiene","Dolomite",6.02,
"Production of butadiene","Feldspar",9.43E-027,
"Production of butadiene","Ferromanganese in ore",0.43,
"Production of butadiene","Granite",0,
"Production of butadiene","Gravel",1.77,
"Production of butadiene","Hard coal",47388.47,
"Production of butadiene","Hydro energy",0.03,
"Production of butadiene","Iron in ore",569.75,
"Production of butadiene","Lead in ore",0.16,
"Production of butadiene","Lignite",5075.86,
"Production of butadiene","Limestone",638.09,
"Production of butadiene","Magnesium",0,
"Production of butadiene","Natural gas",593553.57,
"Production of butadiene","Nickel in ore",0,
"Production of butadiene","Nitrogen",1414169.79,
"Production of butadiene","Nuclear energy",0.48,
"Production of butadiene","Olivine",4.49,
"Production of butadiene","Oxygen",17.05,
"Production of butadiene","Peat",0.81,
"Production of butadiene","Phosphate",0.01,
"Production of butadiene","Potassium chloride",20.19,
"Production of butadiene","Rutile",7.80E-021,
"Production of butadiene","Sand",40.39,
"Production of butadiene","Sodium chloride",1271.27,
"Production of butadiene","Sulphur",53.64,
"Production of butadiene","Sulphur in ore",165.91,
"Production of butadiene","Talc",0,
"Production of butadiene","Water",60187754.24,
"Production of butadiene","Wood",2.13,
"Production of butadiene","Zinc in ore",0.01,
"Production of cameras, magazines and accessories","Acetic acid",0.02,
"Production of cameras, magazines and accessories","Alstan 71",0.01,
"Production of cameras, magazines and accessories","Alstan 72",0,
"Production of cameras, magazines and accessories","Alstan 75",0.07,
"Production of cameras, magazines and accessories","Ammonia",0,
"Production of cameras, magazines and accessories","Ammonium bifluorid",0.01,
"Production of cameras, magazines and accessories","Ansatzlösung",0.01,
"Production of cameras, magazines and accessories","Boric acid",0.01,
"Production of cameras, magazines and accessories","Boric fluorine acid",0.01,
"Production of cameras, magazines and accessories","Boxkemikalie T225",0.01,
"Production of cameras, magazines and accessories","Cadmium cyanide",0,
"Production of cameras, magazines and accessories","Chromium trioxide",0.05,
"Production of cameras, magazines and accessories","Citric acid",0.01,
"Production of cameras, magazines and accessories","Cleaners",0.06,
"Production of cameras, magazines and accessories","Controx 249 DV",0,
"Production of cameras, magazines and accessories","Copper cyanide",0,
"Production of cameras, magazines and accessories","D 76 Developer",0.02,
"Production of cameras, magazines and accessories","Degreasing agents",0.05,
"Production of cameras, magazines and accessories","Detergents",0.01,
"Production of cameras, magazines and accessories","Econochrom BK",0,
"Production of cameras, magazines and accessories","Energy (non-material)",0,
"Production of cameras, magazines and accessories","Galtin 140",0.03,
"Production of cameras, magazines and accessories","Glanzzusatz",0.01,
"Production of cameras, magazines and accessories","Heptane",0.01,
"Production of cameras, magazines and accessories","Hydrochloric acid",1.62,
"Production of cameras, magazines and accessories","Hydrogen peroxide",0.06,
"Production of cameras, magazines and accessories","Iron trichloride",0.02,
"Production of cameras, magazines and accessories","KAu(CN)2",0.17,
"Production of cameras, magazines and accessories","Kodak Polimax Fix",0.02,
"Production of cameras, magazines and accessories","Nickel chloride",0.01,
"Production of cameras, magazines and accessories","Nickel sulphate",0.06,
"Production of cameras, magazines and accessories","Nicoflex special",0,
"Production of cameras, magazines and accessories","Nitric acid",0.33,
"Production of cameras, magazines and accessories","Oil",0.15,
"Production of cameras, magazines and accessories","Oxalic acid",0,
"Production of cameras, magazines and accessories","Phenyl sulfonate",0.02,
"Production of cameras, magazines and accessories","Phosphoric acid",0.01,
"Production of cameras, magazines and accessories","Porol",0,
"Production of cameras, magazines and accessories","Potassium cyanide",0.01,
"Production of cameras, magazines and accessories","Potassium hydroxide",0,
"Production of cameras, magazines and accessories","Roblack Fe",0.01,
"Production of cameras, magazines and accessories","Rostrip M-20",0.01,
"Production of cameras, magazines and accessories","Sanitary cleaners",0.01,
"Production of cameras, magazines and accessories","Sapogenat",0.02,
"Production of cameras, magazines and accessories","Sodium bicarbonate",0.01,
"Production of cameras, magazines and accessories","Sodium bichromate",0.02,
"Production of cameras, magazines and accessories","Sodium bisulphite",0.08,
"Production of cameras, magazines and accessories","Sodium cyanide",0,
"Production of cameras, magazines and accessories","Sodium ditionite",0,
"Production of cameras, magazines and accessories","Sodium hydroxide",0.47,
"Production of cameras, magazines and accessories","Sodium hypochlorite",0.14,
"Production of cameras, magazines and accessories","Solvents",0.38,
"Production of cameras, magazines and accessories","Solvents",0.51,
"Production of cameras, magazines and accessories","Sorbitol",0.02,
"Production of cameras, magazines and accessories","Spanol W",0,
"Production of cameras, magazines and accessories","Sugar",0,
"Production of cameras, magazines and accessories","Sulphuric acid",0.24,
"Production of cameras, magazines and accessories","Tiefschwarz",0,
"Production of cameras, magazines and accessories","Washing waxes",0.01,
"Production of CAN fertiliser","Ammonia",0.17,
"Production of CAN fertiliser","District heat",-0.55,
"Production of CAN fertiliser","Dolomite",0.2,
"Production of CAN fertiliser","Electricity",0.07,
"Production of CAN fertiliser","Nitric acid",0.63,
"Production of CAN fertiliser","Steam",0.14,
"Production of CAN fertiliser AGGR","Dolomite",0.2,
"Production of CAN fertiliser AGGR","Hard coal",1.34,
"Production of CAN fertiliser AGGR","Natural gas",10.7,
"Production of CAN fertiliser AGGR","Oil, heavy fuel",1.53,
"Production of CAN fertiliser AGGR","Diesel",0.25,
"Production of CAN fertiliser AGGR","District heat",-2.06,
"Production of CAN fertiliser AGGR","Electricity",0.1,
"Production of CAN fertiliser AGGR","Electricity",0.71,
"Production of CAN fertiliser AGGR","Fuel oil, ship (2-stroke)",0.03,
"Production of clean bearing steel","Al",1.46,
"Production of clean bearing steel","Alumet",2.78,
"Production of clean bearing steel","Carbon",22.62,
"Production of clean bearing steel","Electricity",493.15,
"Production of clean bearing steel","Electrode",3.4,
"Production of clean bearing steel","Ferro Molybdenum (FeMo)",0.7,
"Production of clean bearing steel","Ferro Sulphur (FeS)",0.27,
"Production of clean bearing steel","Ferroboron (FeB)",0.65,
"Production of clean bearing steel","Ferrochromium (FeCr)",13.9,
"Production of clean bearing steel","Ferromanganese in ore",3.83,
"Production of clean bearing steel","Ferroniobium (FeNb)",1.2,
"Production of clean bearing steel","Ferrosilicon (FeSi)",4.26,
"Production of clean bearing steel","Ferrotitanium (FeTi)",0,
"Production of clean bearing steel","Ferrovanadium (FeV)",0.07,
"Production of clean bearing steel","Ingot Mould",10.1,
"Production of clean bearing steel","Light fuel oil",0.3,
"Production of clean bearing steel","Lime",27.78,
"Production of clean bearing steel","Merchant Scrap",723.4,
"Production of clean bearing steel","Municipal water",58,
"Production of clean bearing steel","Ni",1,
"Production of clean bearing steel","Olivine",6.57,
"Production of clean bearing steel","Oxygen",29.9,
"Production of clean bearing steel","Refractory Lining",10.9,
"Production of clean bearing steel","Steam",41,
"Production of clean bearing steel","Steel scrap",385.27,
"Production of clean bearing steel","Teeming Channel Bricks",4.25,
"Production of cooling fluid, R134a","Bauxite",0.97,
"Production of cooling fluid, R134a","Crude oil",20.93,
"Production of cooling fluid, R134a","Hard coal",10.57,
"Production of cooling fluid, R134a","Hydro energy",1.1,
